Bici,Ciclo_Estacion_Retiro,Duracion_Recorrido,dia_semana,hora_inicio,mes
5959283,555.0,4.466666666666667,4,13,7
3196136,447.0,73.0,2,18,7
7727274,641.0,18.05,1,12,7
4490215,562.0,9.4,1,11,7
7264419,4.0,61.3,2,13,7
7905300,41.0,26.533333333333335,6,11,7
8486409,181.0,123.16666666666667,5,8,7
3396645,195.0,60.05,0,16,7
5233416,562.0,161.88333333333333,1,21,7
8009771,580.0,11.75,2,16,7
8739815,155.0,24.483333333333334,6,12,7
4453940,80.0,22.866666666666667,4,15,7
6085799,522.0,5.433333333333334,5,22,7
4494704,61.0,8.3,4,8,7
8618258,594.0,17.15,3,14,7
2708394,17.0,152.26666666666668,4,18,7
8544728,206.0,21.216666666666665,2,10,7
7787153,484.0,4.966666666666667,4,8,7
5226568,23.0,12.1,2,14,7
7205859,683.0,9.466666666666667,2,12,7
5869219,150.0,16.45,4,16,7
2091049,252.0,13.733333333333333,6,16,7
6055115,661.0,21.083333333333332,4,21,7
4249033,396.0,191.71666666666667,5,14,7
5846902,494.0,6.3,1,20,7
2754398,424.0,94.15,5,9,7
2152262,154.0,12.316666666666666,4,16,7
5388426,475.0,26.283333333333335,6,22,7
2318921,597.0,15.85,1,6,7
4099990,529.0,36.43333333333333,1,8,7
3403607,121.0,10.833333333333334,5,13,7
7700172,455.0,12.7,3,8,7
6209225,214.0,3.0833333333333335,5,12,7
2166619,99.0,8.566666666666666,6,8,7
4656245,217.0,252.91666666666666,6,15,7
7452774,620.0,20.833333333333332,2,10,7
8986259,225.0,85.6,4,21,7
5104849,98.0,11.966666666666667,2,13,7
3567922,154.0,12.916666666666666,1,12,7
3285871,133.0,5.216666666666667,3,16,7
6180053,595.0,15.883333333333333,6,14,7
4058202,169.0,2.316666666666667,2,13,7
3325347,166.0,9.866666666666667,3,14,7
2354306,603.0,5.466666666666667,2,18,7
6515340,573.0,20.133333333333333,6,15,7
6108369,467.0,22.0,5,14,7
8169146,262.0,63.45,5,11,7
7734379,74.0,74.36666666666666,1,17,7
3981818,83.0,7.016666666666667,3,20,7
2944684,25.0,7.866666666666666,1,12,7
3267234,60.0,22.466666666666665,3,17,7
6973473,86.0,19.2,2,18,7
6187090,303.0,76.05,3,19,7
8617755,225.0,24.533333333333335,1,15,7
2737989,326.0,69.63333333333334,1,10,7
8969958,395.0,12.883333333333333,1,14,7
3389848,710.0,62.55,5,9,7
5943956,326.0,17.466666666666665,2,11,7
2394948,27.0,85.1,6,8,7
3434792,481.0,18.316666666666666,2,11,7
5717962,312.0,68.06666666666666,0,15,7
2258440,544.0,82.83333333333333,0,16,7
4108627,644.0,10.466666666666667,3,18,7
2902153,211.0,5.0,0,8,7
8316747,128.0,7.75,6,15,7
5072012,79.0,116.26666666666667,1,9,7
3471802,427.0,6.766666666666667,1,7,7
6503213,389.0,12.983333333333333,3,18,7
2892412,495.0,7.633333333333334,2,7,7
6656250,260.0,124.13333333333334,4,15,7
7853526,710.0,84.63333333333334,6,12,7
7257645,19.0,10.466666666666667,1,18,7
8068702,96.0,172.35,2,14,7
3702214,30.0,17.383333333333333,1,19,7
6576268,552.0,74.6,6,15,7
4910477,71.0,31.533333333333335,0,11,7
2803039,141.0,22.866666666666667,0,13,7
8731499,247.0,7.0,3,8,7
7205982,685.0,31.133333333333333,3,18,7
7228083,579.0,21.116666666666667,0,8,7
7853526,697.0,13.983333333333333,4,10,7
6915011,121.0,13.533333333333333,3,20,7
5804919,33.0,31.816666666666666,1,13,7
6088959,347.0,71.61666666666666,3,11,7
5373139,25.0,26.366666666666667,6,10,7
4104832,591.0,3.466666666666667,2,11,7
8088551,173.0,3.816666666666667,0,15,7
3071313,560.0,10.516666666666667,1,17,7
7370554,1.0,81.8,3,7,7
7632722,293.0,65.91666666666667,1,16,7
8867699,175.0,10.216666666666667,2,18,7
8253171,202.0,36.96666666666667,0,17,7
6729180,605.0,95.0,5,11,7
3818978,629.0,7.883333333333334,3,20,7
4164638,34.0,16.583333333333332,6,9,7
4210712,531.0,5.966666666666667,0,14,7
4241626,195.0,63.416666666666664,6,23,7
7210933,219.0,11.783333333333333,2,11,7
2552396,38.0,6.95,6,17,7
7356462,659.0,7.583333333333333,3,20,7
4448197,370.0,28.933333333333334,1,13,7
4385530,112.0,19.283333333333335,3,10,7
3141926,38.0,65.78333333333333,3,17,7
6383814,76.0,4.266666666666667,0,15,7
2501187,115.0,6.45,3,14,7
2714178,283.0,20.65,5,16,7
4741088,356.0,77.73333333333333,2,14,7
6661136,256.0,20.95,6,11,7
5344411,419.0,4.766666666666667,2,9,7
8697104,77.0,19.983333333333334,1,22,7
8643256,449.0,1259.2833333333333,2,19,7
2240679,660.0,4.85,5,13,7
8115586,555.0,3.066666666666667,2,14,7
8655623,358.0,73.16666666666667,6,15,7
2580504,554.0,6.65,6,9,7
3176450,683.0,12.433333333333334,6,20,7
3174604,339.0,41006.46666666667,2,22,6
7850662,144.0,4.133333333333334,0,7,7
6248827,34.0,4.816666666666666,6,15,7
6041024,231.0,18.783333333333335,3,13,7
7387251,658.0,77.4,3,19,7
2760239,219.0,44.483333333333334,2,11,7
3349370,242.0,28.15,0,10,7
8430522,225.0,15.966666666666667,1,11,7
7940182,291.0,83.08333333333333,2,9,7
4456067,398.0,20.616666666666667,4,8,7
5567607,223.0,10.166666666666666,1,10,7
7834021,121.0,6.816666666666666,3,13,7
3049277,517.0,18.283333333333335,3,13,7
7958085,477.0,12.116666666666667,0,8,7
7452691,20.0,15.3,3,11,7
5415930,144.0,14.533333333333333,5,8,7
8295370,8.0,7.366666666666666,1,20,7
4870937,618.0,16.633333333333333,4,5,7
2509172,197.0,31.616666666666667,2,15,7
4466728,69.0,5.85,0,15,7
5998257,38.0,92.8,1,20,7
5537063,217.0,29.033333333333335,3,16,7
8129025,596.0,6.383333333333334,1,22,7
6009724,393.0,13.866666666666667,4,15,7
4208534,485.0,19.066666666666666,0,9,7
3370954,436.0,15.883333333333333,2,18,7
4204236,257.0,4.783333333333333,4,12,7
5945217,135.0,113.13333333333334,0,12,7
6304083,570.0,73.33333333333333,2,10,7
4357141,99.0,37.86666666666667,1,16,7
2675684,517.0,143.85,6,22,7
7091655,28.0,83.8,6,19,7
8004137,72.0,62.86666666666667,3,18,7
7917800,52.0,21.283333333333335,2,17,7
8711806,564.0,39.21666666666667,2,20,7
8766719,118.0,71.46666666666667,4,22,7
8208027,543.0,7.65,1,17,7
4830758,323.0,28.733333333333334,6,11,7
3090537,373.0,6.9,0,16,7
2929172,27.0,63.03333333333333,2,16,7
4233235,99.0,10.466666666666667,6,9,7
2692713,117.0,13.8,5,8,7
8007866,425.0,62.35,3,14,7
4203063,392.0,8.65,2,17,7
2767366,124.0,20.716666666666665,4,23,7
2615748,543.0,14.966666666666667,4,7,7
8583502,641.0,34.65,3,9,7
7629231,652.0,30.666666666666668,2,12,7
3284650,263.0,3.95,3,16,7
3903572,78.0,4.633333333333334,4,17,7
6592596,373.0,9.033333333333333,2,19,7
2384006,279.0,15.216666666666667,4,9,7
5370119,66.0,67.76666666666667,5,14,7
5717962,194.0,78.6,1,12,7
3090537,276.0,67.8,3,9,7
4134847,594.0,9.483333333333333,3,14,7
7175284,634.0,39.96666666666667,3,13,7
6043368,163.0,25.716666666666665,3,11,7
2311322,131.0,9.4,0,18,7
4096624,263.0,13.916666666666666,2,19,7
6968614,194.0,11.7,4,9,7
8355596,166.0,2.75,5,14,7
7681760,19.0,66.16666666666667,2,15,7
7432016,171.0,11.066666666666666,2,13,7
3326212,68.0,61.96666666666667,2,11,7
4111506,123.0,6.9,6,21,7
4144390,553.0,6.1,4,22,7
5145545,442.0,65.68333333333334,6,19,7
7358773,670.0,31.033333333333335,0,18,7
2312551,145.0,30.266666666666666,3,17,7
4782611,280.0,12.6,5,20,7
5705918,305.0,7.316666666666666,0,7,7
8528879,10.0,24.1,0,8,7
2178846,75.0,82.63333333333334,2,8,7
7536550,286.0,63.38333333333333,6,20,7
5159157,707.0,99.51666666666667,5,13,7
6326631,461.0,83.36666666666666,1,10,7
7990492,447.0,3.6166666666666667,4,12,7
4283677,48.0,671.7666666666667,3,19,7
2680528,154.0,83.78333333333333,2,17,7
6189724,352.0,60.96666666666667,3,14,7
5734744,136.0,14.016666666666667,2,19,7
5066527,394.0,5.216666666666667,2,8,7
4586152,243.0,153.33333333333334,1,18,7
4421376,270.0,16.65,3,11,7
8396806,110.0,21.35,4,15,7
2804979,208.0,81.56666666666666,5,14,7
7411069,652.0,8.216666666666667,0,7,7
8098865,144.0,68.41666666666667,1,13,7
6842108,18.0,13.45,0,17,7
4669693,43.0,17.183333333333334,2,13,7
2330603,354.0,28.3,0,17,7
2541225,456.0,8.566666666666666,3,21,7
2728616,187.0,25.35,5,20,7
5825641,490.0,14.866666666666667,5,7,7
4380481,359.0,3.966666666666667,1,8,7
8303729,16.0,70.45,6,11,7
8297095,565.0,13.033333333333333,3,13,7
5285150,253.0,16.65,0,20,7
2856227,43.0,78.71666666666667,5,11,7
3397536,291.0,67.33333333333333,0,23,7
4241147,638.0,8.466666666666667,4,13,7
4694782,231.0,4.6,1,12,7
5933981,623.0,18.35,5,20,7
7955834,576.0,11.133333333333333,5,11,7
5503149,404.0,5.333333333333333,1,17,7
6659023,302.0,61.35,4,15,7
8387920,482.0,10.416666666666666,6,9,7
4564712,369.0,4.4,2,19,7
7377641,155.0,12.216666666666667,3,17,7
8285413,463.0,150.65,1,14,7
5351028,115.0,14.083333333333334,4,16,7
6252977,18.0,68.46666666666667,0,13,7
4762415,563.0,7.933333333333334,2,15,7
5868625,301.0,7.183333333333334,1,19,7
6649420,38.0,2.35,0,12,7
6849202,473.0,62.0,4,18,7
4953634,395.0,7.816666666666666,3,18,7
2929172,117.0,87.91666666666667,6,10,7
2800043,595.0,9.716666666666667,3,9,7
5610480,49.0,8.866666666666667,3,7,7
5628284,357.0,828.7666666666667,1,18,7
5867668,232.0,18.066666666666666,2,19,7
6158984,313.0,4.183333333333334,3,18,7
3309994,648.0,3.4166666666666665,1,12,7
5708466,244.0,39.3,1,17,7
6882435,186.0,21.8,6,13,7
8142697,560.0,5.083333333333333,1,17,7
6512412,152.0,42.416666666666664,5,12,7
5676770,330.0,40.516666666666666,1,8,7
3959129,320.0,11.733333333333333,1,19,7
3937471,690.0,8.25,2,18,7
4813663,573.0,8.383333333333333,3,18,7
8786170,534.0,11.65,0,6,7
2375194,38.0,64.55,0,12,7
7340060,87.0,11.15,2,16,7
4647046,182.0,41.4,5,19,7
3555224,465.0,85.93333333333334,4,22,7
5906821,19.0,8.516666666666667,1,16,7
6205447,512.0,2648.366666666667,5,16,7
4920351,14.0,14.983333333333333,0,16,7
3759222,685.0,83.06666666666666,6,15,7
4726881,190.0,60.733333333333334,4,9,7
4288601,151.0,9.95,5,10,7
7006018,444.0,71.65,2,9,7
3019684,260.0,10.483333333333333,3,10,7
7286347,402.0,14.183333333333334,1,19,7
8502320,626.0,13.55,4,13,7
8630154,484.0,100.6,1,15,7
4404661,287.0,6.283333333333333,1,7,7
6667141,49.0,228.26666666666668,6,9,7
3837150,18.0,27.416666666666668,5,14,7
2687580,62.0,199.2,4,8,7
2220168,549.0,15.533333333333333,4,12,7
7018799,10.0,90.98333333333333,6,9,7
8986259,224.0,68.68333333333334,4,20,7
8834491,303.0,14.833333333333334,3,8,7
5885496,439.0,138.0,6,10,7
8653255,603.0,4.166666666666667,2,15,7
7793060,327.0,15.683333333333334,1,17,7
5869318,79.0,143.5,6,12,7
7768443,571.0,17.133333333333333,2,11,7
6453807,30.0,17.766666666666666,3,11,7
2729762,427.0,159.06666666666666,1,19,7
6019889,518.0,22.033333333333335,4,9,7
7108459,286.0,3.683333333333333,2,10,7
4109179,128.0,27.25,1,20,7
4591863,173.0,5.166666666666667,1,6,7
3811031,250.0,20.783333333333335,3,10,7
6047971,447.0,8.65,1,7,7
7834062,316.0,27.916666666666668,0,13,7
6677587,84.0,6.316666666666666,1,14,7
5496757,26.0,81.91666666666667,6,10,7
4216958,711.0,88.5,3,6,7
7539083,195.0,100.46666666666667,5,15,7
3131430,133.0,24.366666666666667,3,20,7
8301954,405.0,62.9,6,10,7
2632719,499.0,12.233333333333333,4,8,7
6647994,176.0,4.516666666666667,3,9,7
8754400,260.0,7.566666666666666,3,8,7
3289758,14.0,8.966666666666667,4,8,7
5082839,164.0,9.966666666666667,6,21,7
6278618,310.0,28.483333333333334,1,0,7
3898772,260.0,61.9,6,10,7
5072855,7.0,15.35,1,18,7
4772661,7.0,24.533333333333335,1,12,7
6982177,197.0,72.98333333333333,5,9,7
2401610,310.0,7.7,0,10,7
2829166,111.0,16.633333333333333,3,9,7
6112858,169.0,8.083333333333334,4,10,7
8397382,434.0,70.8,6,9,7
5752720,179.0,17.15,3,11,7
3412723,194.0,22.716666666666665,2,17,7
6845325,349.0,94.96666666666667,5,7,7
3798972,287.0,10.583333333333334,4,17,7
3239696,31.0,18.15,1,15,7
2581676,583.0,28.966666666666665,1,19,7
7386923,692.0,13.966666666666667,2,19,7
8818379,524.0,85.6,5,15,7
4401675,402.0,73.8,2,7,7
7302763,463.0,64.46666666666667,3,18,7
8512808,96.0,7.45,5,11,7
7624422,710.0,62.46666666666667,3,9,7
8465353,95.0,61.03333333333333,6,13,7
8694705,306.0,66.8,2,15,7
6353155,144.0,4.066666666666666,0,19,7
7146657,154.0,10.533333333333333,1,7,7
7874894,259.0,16.016666666666666,4,10,7
5169826,36.0,23.033333333333335,2,19,7
5426200,172.0,5.45,5,16,7
2703874,412.0,21.2,5,19,7
5153820,74.0,73.01666666666667,3,13,7
8990566,102.0,9.833333333333334,2,19,7
7461635,70.0,89.46666666666667,0,18,7
3880689,49.0,60.88333333333333,0,18,7
5905476,96.0,19.666666666666668,5,13,7
2386373,47.0,9.366666666666667,4,15,7
7280274,483.0,73.96666666666667,4,13,7
8828782,633.0,38.2,5,16,7
7758717,563.0,4.866666666666666,6,11,7
6280390,224.0,9.616666666666667,1,7,7
7658636,26.0,144.75,3,15,7
6271514,201.0,8.883333333333333,2,9,7
8761751,40.0,45.45,6,14,7
6278618,147.0,14.933333333333334,2,11,7
8050163,247.0,7.066666666666666,1,22,7
3727831,72.0,7.383333333333334,4,21,7
8079634,55.0,524.3333333333334,5,14,7
8349540,144.0,3.9166666666666665,0,17,7
7349129,394.0,3.1333333333333333,4,15,7
6600811,425.0,26.983333333333334,5,13,7
8043275,279.0,86.28333333333333,4,12,7
6677587,495.0,61.96666666666667,6,11,7
2296499,513.0,4.216666666666667,1,17,7
6187090,128.0,14.916666666666666,4,14,7
4348983,120.0,61.8,2,17,7
3158763,102.0,12.0,3,14,7
8811267,41.0,66.58333333333333,6,9,7
2912756,61.0,104.36666666666666,1,15,7
3364023,217.0,112.8,1,9,7
7408941,197.0,106.8,6,12,7
3517851,214.0,1052.1333333333334,5,16,7
8979130,505.0,65.63333333333334,1,18,7
5961818,421.0,60.6,3,14,7
7649155,80.0,25.166666666666668,1,19,7
2535045,13.0,5.983333333333333,2,17,7
5310446,633.0,4.633333333333334,2,14,7
2852846,614.0,136.08333333333334,6,7,7
8470098,232.0,60.3,1,13,7
6715320,506.0,62.7,2,11,7
5052162,163.0,25.333333333333332,0,17,7
5811617,67.0,7.983333333333333,2,18,7
5370218,120.0,64.38333333333334,1,15,7
7577059,197.0,6.716666666666667,2,12,7
3757929,533.0,3.3833333333333333,6,9,7
6149074,117.0,4.583333333333333,2,14,7
6127096,30.0,84.16666666666667,6,11,7
8256323,613.0,16.416666666666668,3,17,7
3852829,137.0,7.05,5,11,7
7379795,138.0,14.0,6,15,7
5076708,358.0,73.73333333333333,6,11,7
3653714,134.0,65.91666666666667,5,9,7
2182061,242.0,7.166666666666667,4,9,7
2594364,134.0,9.083333333333334,5,13,7
8432197,41.0,74.25,6,9,7
2898195,300.0,10.2,3,12,7
2601409,337.0,20.733333333333334,1,9,7
3231164,594.0,68.75,5,18,7
6009179,323.0,14.816666666666666,4,9,7
8725301,34.0,8.0,1,8,7
5365366,195.0,102.2,6,8,7
2206720,32.0,70.21666666666667,0,15,7
2686822,98.0,7.266666666666667,0,19,7
3273893,14.0,61.25,6,8,7
4656245,707.0,19.466666666666665,2,15,7
4144390,85.0,26.0,4,17,7
2667640,538.0,12.933333333333334,1,17,7
4348983,578.0,6.35,6,14,7
2800241,195.0,106.21666666666667,6,13,7
4241048,163.0,73.56666666666666,3,15,7
3350139,451.0,9.75,3,21,7
6811509,402.0,5.383333333333334,1,22,7
6963995,467.0,7.633333333333334,1,10,7
2804979,257.0,7.516666666666667,5,11,7
3389848,543.0,10.05,4,15,7
8668469,380.0,2.65,2,18,7
5933981,33.0,611.1333333333333,0,20,7
4704672,248.0,36.483333333333334,0,17,7
5772777,405.0,108.95,6,10,7
6845226,412.0,72.46666666666667,6,11,7
8249484,29.0,15.65,2,10,7
2979623,425.0,14.95,6,17,7
6788194,478.0,207.65,2,8,7
3636883,141.0,14.633333333333333,4,14,7
4479887,19.0,9.8,3,6,7
6852750,560.0,12.416666666666666,1,7,7
2377505,52.0,74.4,2,21,7
2804474,191.0,17.016666666666666,1,9,7
6689269,28.0,118.71666666666667,6,15,7
6736060,195.0,21.166666666666668,3,17,7
4607693,206.0,32.46666666666667,2,16,7
7820533,120.0,2071.766666666667,2,9,7
7850423,197.0,16.483333333333334,0,22,7
5001763,188.0,116.43333333333334,2,20,7
2015329,37.0,7.45,2,8,7
8943250,600.0,9.65,1,12,7
6121891,327.0,159.16666666666666,6,11,7
7511322,40.0,9.633333333333333,6,18,7
2232684,593.0,13.916666666666666,5,19,7
3857067,126.0,15.183333333333334,2,14,7
5392683,163.0,70.25,6,8,7
8012510,412.0,14.283333333333333,2,17,7
3499332,498.0,9.15,3,10,7
2184059,285.0,11.1,4,10,7
5740824,18.0,11.95,3,16,7
5721071,594.0,8.766666666666667,2,10,7
2626620,548.0,980.9,5,19,7
6592596,173.0,5.683333333333334,1,16,7
8310542,631.0,19.816666666666666,3,16,7
4901690,502.0,21.716666666666665,0,7,7
3883105,84.0,3.7,1,9,7
7111479,254.0,6.783333333333333,0,13,7
6827802,525.0,221.16666666666666,5,6,7
4584710,41.0,32.55,4,14,7
7188246,496.0,4.75,1,16,7
2854461,490.0,12.433333333333334,2,13,7
5822978,316.0,9.5,3,16,7
8329104,575.0,24.316666666666666,1,16,7
8393563,553.0,10.3,1,19,7
6637193,63.0,18.633333333333333,1,22,7
7128150,710.0,34.8,2,11,7
5499462,183.0,10.916666666666666,2,16,7
6313803,476.0,5.25,1,22,7
2504306,628.0,82.41666666666667,6,11,7
4847067,286.0,75.9,6,8,7
5137245,341.0,69.6,6,8,7
6413272,496.0,7.4,2,15,7
6304083,429.0,6.6,6,16,7
5749577,69.0,12.933333333333334,3,23,7
6552020,4.0,4.666666666666667,1,15,7
8602849,203.0,29.683333333333334,1,18,7
7681406,301.0,19.633333333333333,1,8,7
3494473,66.0,15.033333333333333,6,11,7
4279725,281.0,20.45,3,7,7
3452497,69.0,3.533333333333333,2,8,7
5632146,7.0,15.133333333333333,4,18,7
5897343,331.0,11.666666666666666,2,12,7
4880894,562.0,75.36666666666666,6,0,7
4062634,667.0,28.566666666666666,1,15,7
8998874,149.0,13.083333333333334,0,19,7
2301265,135.0,111.21666666666667,0,12,7
4509121,669.0,76.58333333333333,5,18,7
7083991,432.0,43.666666666666664,0,8,7
4604476,348.0,15.433333333333334,1,17,7
3932290,481.0,8.616666666666667,0,17,7
8482390,451.0,19.783333333333335,1,16,7
7855570,449.0,3.0833333333333335,2,7,7
6280218,10.0,86.63333333333334,6,9,7
4995429,156.0,3.533333333333333,4,15,7
3715992,162.0,4.933333333333334,2,18,7
3011350,356.0,283.43333333333334,6,10,7
8122533,24.0,66.86666666666666,6,8,7
8359630,301.0,18.55,2,8,7
2260099,41.0,60.2,2,14,7
4643458,276.0,13.416666666666666,6,19,7
8043275,160.0,8.666666666666666,3,17,7
7904030,46.0,121.58333333333333,6,9,7
6424600,8.0,3.316666666666667,4,7,7
2121424,61.0,9.516666666666667,4,7,7
6167209,659.0,18.383333333333333,6,7,7
6453807,50.0,80.0,4,15,7
7500895,210.0,9.3,1,8,7
2349181,182.0,8.05,3,8,7
8365249,372.0,18.833333333333332,0,21,7
8365777,21.0,19.266666666666666,4,15,7
7954696,474.0,8.783333333333333,6,17,7
